Jurisdiction,County,SBCAG Region,Year,Prior APN,APN,Street Address,Project Name,Tracking ID,Type,Tenure,Very Low Income (DR) Entitlements,Very Low Income (NDR) Entitlements,Very Low Income Entitlements,Low Income (DR) Entitlements,Low Income (NDR) Entitlements,Low Income Entitlements,Moderate Income (DR) Entitlements,Moderate Income (NDR) Entitlements,Moderate Income Entitlements,Above Moderate Income Entitlements,Total Entitlements,Very Low Income Building Permits (DR),Very Low Income Building Permits (NDR),Very Low Income Building Permits,Low Income (DR) Building Permits,Low Income (NDR) Building Permits,Low Income Building Permits,Moderate Income (DR) Building Permits,Moderate Income (NDR) Building Permits,Moderate Income Building Permits,Above Moderate Income Building Permits,Building Permit Issue Date,Total Number of Building Permits,Very Low Income Cert. of Occupancy (DR),Very Low Income Cert. of Occupancy (NDR),Very Low Income Cert. of Occupancy,Low Income (DR) Cert. of Occupancy,Low Income (NDR) Cert. of Occupancy,Low Income Cert. of Occupancy,Moderate Income (DR) Cert. of Occupancy,Moderate Income (NDR) Cert. of Occupancy,Moderate Income Cert. of Occupancy,Above Moderate Income  Cert. of Occupancy,Cert. of Occupancy Issue Date,Total Number of Units Issued Cert. of Occupancy,Extremely Low Income Units,Contains Extremely Low Income Units,Approved Using SB 35,Infill Units,Project Income Level (Detailed),Project Income Level,Deed Restricted
SANTA MARIA,SANTA BARBARA,North County,2022,,118-002-075,2464 N DARBETON AVE,GARAGE CONVERSION INTO A DETACHED ADU WITH A LIVING RM/,B22-2054,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-172-022,430 N SMITH DR,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1299,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-048-054,1668 E ALVIN AVE,"CONVERT (E) LIVING ROOM W/ WETBAR, 2 BD, 1 BA TO (N)",B20-1952,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-370-015,1030 BIG PINE DR,"(N) ATTACHED ADU ABOVE (E) SFD TO INCLUDE LIVING ROOM,",B22-1217,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-045-049,533 N SUEY RD,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0363,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-04-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-051-044,210 S CONCEPCION AVE,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B21-2317,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-351-003,407 W TAFT ST,CONVERT (E) ATTACHED GARAGE & ADDITION INTO AN ADU WITH A,B22-1873,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-980-038,507 W TIMBER LN,CONVERT PARTIAL (E) ATTACHED GARAGE INTO AN ADU,B22-1609,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,123-136-008,121 W JONES ST,GARAGE CONVERSION TO A (N) ATTACHED ADU W/PARTIAL,B21-1718,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-082-020,515 E ALVIN AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0093,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-292-010,1562 S THORNBURG ST,CONVERT (E) ATTACHED GARAGE INTO A JADU. (N) JADU,B21-2274,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-582-019,901 COLEBROOK DR,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0873,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-043-055,1516 E ALVIN AVE,(N) ATTACHED ADU ABOVE (E) GARAGE TO INCLUDE LIVING,B21-1977,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,118-003-036,2260 N EASY ST,GARAGE CONVERSION TO (N) DETACHED ADU TO INCLUDE,B21-2439,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-07-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-134-001,802 E HERMOSA ST #A,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B21-1589,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-810-051,622 W POPLAR ST,GARAGE CONVERSION AND ADDITION TO (N) ATTACHED ADU,B22-1283,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-581-014,927 GAYLENE DR,"(N) 2ND FLOOR ADU OVER (E) GARAGE TO INCLUDE KITCHEN,",B21-1489,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-031-005,1324 MARIE CT,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B22-1158,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-029-012,1327 N CONCORD AVE,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B22-1487,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-131-030,109 E VARNER CT,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B22-1267,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-251-017,152 PALM COURT DR,CONVERT (E) DETACHED STUDIO INTO AN ADU TO INCLUDE,B22-0708,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-246-016,817 E LAS FLORES AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM/ KITCHEN,",B21-1242,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-422-013,514 W POLK ST,CONVERT UNPERMITTED GARAGE AND ENCLOSED PATIO,B22-0420,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-134-010,1027 E DOANE AVE,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1020,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-164-014,416 N BENWILEY AVE,GARAGE CONVERSION TO (N) DETACHED ADU TO INCLUDE,B21-1431,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-151-009,417 N DEJOY ST,"(N) DETACHED ADU TO INCLUDE A LIVING ROOM, KITCHEN,",B22-1727,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-034-010,523 E CYPRESS ST,CONVERT (E) GARAGE INTO A (N) ATTACHED ADU WITH,B22-0310,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-014-023,323 E WILLIAMS ST,CONVERT PART OF (E) HOUSE INTO AN ADU TO INCLUDE,B22-1264,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-390-073,1069 N STOKES AVE,"GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE LR,",B22-1631,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-034-018,1304 N MCCLELLAND ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0852,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-582-019,901 COLEBROOK DR,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B22-0872,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,43128,2411 N BALDWIN WY,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0963,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-271-005,921 E HERMOSA ST,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B22-1005,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-045-028,523 N SUEY RD,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1055,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-07-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-540-039,1859 BARRINGTON DR,"(N) DETACHED ADU TO INCLUDE (4) BEDROOMS, (2) BATH,",B21-1484,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-670-024,1939 N VIA ESTABLO,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B21-1710,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-046-026,925 MOUNT VERNON DR,CONVERT (E) BEDROOM AND FAMILY ROOM & ADDITION TO (N),B22-1323,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-101-009,913 N CONCEPCION AVE,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B22-1414,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-351-011,231 W TAFT ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1604,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,123-265-018,815 W LAS FLORES WAY,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B21-1802,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,123-203-004,1046 W MARIPOSA WAY,"(N) 2-STORY DETACHED ADU. 1ST FLOOR- LIVING ROOM,",B21-1804,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-831-022,2214 N TREE LINE DR,"(N) ATTACHED ADU TO INCLUDE A LIVING ROOM, KITCHEN, 2 BD, 1",B22-1777,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-470-021,1828 S THORNBURG ST #5,GARAGE CONVERSION & ADDITION TO DETACHED ADU,B21-2068,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-04,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-831-015,638 W ARORA WAY,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B21-2217,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-833-025,703 W CORDIAL CT,LEGALIZE UNPERMITTED GARAGE CONVERSION TO (N),B21-2256,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-261-012,516 N LUCAS DR #B,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-2320,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-261-012,516 N LUCAS DR A,(E) ADU TO BE CONVERTED TO (N) JADU. 2019 CODES,B21-2321,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-102-006,827 N BARBARA ST,"(N) DETACHED ADU TO INCLUDE LIVING RM, BATHROOM,",B21-2330,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,118-014-061,829 W DELLA DR,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B21-2440,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-243-005,730 E CAMINO COLEGIO,ATTACHED ADU ABOVE ADDITION TO INCLUDE LIVING ROOM,B21-2459,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
