Jurisdiction,County,SBCAG Region,Year,Prior APN,APN,Street Address,Project Name,Tracking ID,Type,Tenure,Very Low Income (DR) Entitlements,Very Low Income (NDR) Entitlements,Very Low Income Entitlements,Low Income (DR) Entitlements,Low Income (NDR) Entitlements,Low Income Entitlements,Moderate Income (DR) Entitlements,Moderate Income (NDR) Entitlements,Moderate Income Entitlements,Above Moderate Income Entitlements,Total Entitlements,Very Low Income Building Permits (DR),Very Low Income Building Permits (NDR),Very Low Income Building Permits,Low Income (DR) Building Permits,Low Income (NDR) Building Permits,Low Income Building Permits,Moderate Income (DR) Building Permits,Moderate Income (NDR) Building Permits,Moderate Income Building Permits,Above Moderate Income Building Permits,Building Permit Issue Date,Total Number of Building Permits,Very Low Income Cert. of Occupancy (DR),Very Low Income Cert. of Occupancy (NDR),Very Low Income Cert. of Occupancy,Low Income (DR) Cert. of Occupancy,Low Income (NDR) Cert. of Occupancy,Low Income Cert. of Occupancy,Moderate Income (DR) Cert. of Occupancy,Moderate Income (NDR) Cert. of Occupancy,Moderate Income Cert. of Occupancy,Above Moderate Income  Cert. of Occupancy,Cert. of Occupancy Issue Date,Total Number of Units Issued Cert. of Occupancy,Extremely Low Income Units,Contains Extremely Low Income Units,Approved Using SB 35,Infill Units,Project Income Level (Detailed),Project Income Level,Deed Restricted
SANTA MARIA,SANTA BARBARA,North County,2022,,128-187-053,216 SIRATT DR,"(N) DETACHED ADU TO INCLUDE GREAT ROOM, KITCHEN,",B22-0612,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-043-017,1302 N SCHOOL ST,CONVERT (E) SHOP ROOM INTO A (N) ATTACHED ADU TO,B22-1146,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-690-005,1918 N LAZO WAY,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B22-1419,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-07,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-061-018,1202 N MILLER ST,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B21-0905,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-013-027,303 E LEOPOLDO CT,"(N) DETACHED ADU TO INCLUDE DINING ROOM, LIVING RM,",B21-2467,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-051-006,640 W GRANT ST,CONVERT (E) GARAGE AND ADDITION INTO AN ADU TO,B22-1321,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-073-008,529 E COOK ST #B,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-0045,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-073-014,1654 N WESTERN AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0618,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-262-009,221 N SMITH ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN",B22-0747,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-024-049,1310 E COX LN,CONVERT (E) ATTACHED GARAGE INTO A JADU TO INCLUDE,B22-1515,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-960-015,2403 N CESAR E. CHAVEZ DR,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-1427,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-130-025,1234 N MT WHITNEY WAY,CONVERT (E) BEDROOM AND PARTIAL GARAGE CONVERSION,B22-0776,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-203-022,301 N EAST AVE D,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B20-1154,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-013-050,1615 N VIA RUBIO DR,"(N) DETACHED ADU TO INCLUDE DINING ROOM, LIVING RM.",B21-2508,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-04-04,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,123-253-003,908 W PERSHING ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1023,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-173-017,809 E ARMSTRONG AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-2360,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-04-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-272-006,724 E MARIPOSA WAY,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0014,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-176-051,210 N NAVARRA WAY,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1708,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-091-033,703 W ALVIN AVE,"(N) DETACHED ADU TO INCLUDE PORCH, FAMILY ROOM,",B22-0778,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-294-014,302 W RICHARD ST,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1739,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-141-032,1708 E HORSEMAN CT,GARAGE CONVERSION & ADDITION TO (N) DETACHED ADU TO INCLUDE,B22-1931,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-31,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-282-007,1431 CLAREMONT PL,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B22-0068,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-405-013,1636 N ELM AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1760,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-550-011,1104 W CRESTON ST,GARAGE CONVERSION & (E)SFD BEDROOM TO ATTACHED,B22-1494,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,118-007-033,2340 N BENTLEY AVE,"GARAGE CONVERSION TO (N) ATTACHED JADU W / A LIVING RM, KITC",B22-1639,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-11-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-112-010,1108 W ALVIN AVE,"(N) ATTACHED ADU TO INCLUDE PORCH, LIVING ROOM,",B22-0795,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-453-011,1111 W JEWEL ST #A,CONVERT (E) BEDROOMS TO (N) ATTACHED 2-STORY ADU,B21-1232,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-065-012,502 E EVERGREEN AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-0936,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-131-072,126 E MIRANDA CT,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B22-0914,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-650-036,2035 N GAUCHO WAY,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0711,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,123-065-017,809 W BARRETT ST,CONVERT (E) DETACHED CARPORT INTO AN ADU & ADD,B21-2331,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-291-007,1567 S THORNBURG ST,CONVERT (E) ATTACHED GARAGE INTO A JADU TO INCLUDE,B22-0064,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-04-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,43317,1727 S CAPITOLA ST,"(N) ATTACHED ADU W / A LIVING RM, KITCHEN, 1 BD, 1 BA,",B22-0984,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-037-024,1605 E ROSE AVE,CONVERT (E) HABITABLE AREA INTO A JADU TO INCLUDE,B22-0089,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-04,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-611-020,2124 N GARDEN DR,GARAGE CONVERSION TO (N) ATTACHED JADU W / A KITCHEN/ LIVING,B22-1660,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-173-008,401 W TUNNELL ST,CONVERT (E) DETACHED GARAGE & ADDITION INTO AN ADU,B22-1435,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-014-047,1720 N VINE ST,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1546,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,119-304-004,836 W MCELHANY AVE,"(N) ATTACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B20-1877,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-03-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-680-021,1926 N WOODLAWN DR,PORTION OF GARAGE CONVERSION TO (N) ATTACHED ADUE,B21-1029,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-01-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-028-006,1102 E DENA WAY,CONVERT (E) ATTACHED GARAGE INTO A JADU TO INCLUDE,B22-0660,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-550-012,1750 N RUSSELL AVE,GARAGE CONVERSION TO (N) ATTACHED JADU TO INCLUDE,B22-1268,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-10-03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-152-074,2003 N MARIAH DR,GARAGE CONVERSION TO (N) ATTACHED ADU TO INCLUDE,B21-2258,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-02-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-540-048,1817 BARRINGTON DR #A,CONVERT (E) ATTACHED GARAGE INTO AN ADU TO INCLUDE,B22-0721,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-06-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-113-015,205 E HERMOSA ST,"DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN, 4 BD",B22-0001,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-05-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,117-611-006,2210 N GARDEN DR,CONVERT (E) ATTACHED GARAGE TO JADU TO INCLUDE,B22-1704,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-042-013,201 S COLLEGE DR,CONVERT (E) DETACHED GARAGE INTO AN ADU TO INCLUDE,B21-1861,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,121-165-007,628 E EL CAMINO ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B21-2557,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,128-037-010,1403 E MCELHANY AVE,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-0393,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-09-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,125-051-032,205 S CAPITOL DR,GARAGE CONVERSION TO (N) DETACHED ADU TO INCLUDE,B22-0748,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-08-22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
SANTA MARIA,SANTA BARBARA,North County,2022,,118-015-048,937 W RALPH ST,"(N) DETACHED ADU TO INCLUDE LIVING ROOM, KITCHEN,",B22-1518,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2022-12-06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Not Provided,Low,Low,No
